Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
1,12,4,1322,12,0,115,876,N
9,19,1,650,2,96,12,192,N
9,23,6,1551,9,3,31,629,Y
11,16,4,1715,6,181,13,432,N
11,20,7,1248,9,28,9,679,N
12,2,6,1528,19,39,19,209,N
3,8,2,1803,18,11,0,1055,N
9,22,5,641,5,114,27,240,N
11,4,5,1912,5,61,97,946,Y
8,8,1,1151,0,30,11,1721,N
9,1,4,1945,12,92,6,221,N
9,26,2,552,2,96,12,192,N
11,19,7,2130,5,66,22,529,Y
7,8,6,1530,3,28,26,86,N
6,23,4,734,1,119,51,156,N
12,14,4,1518,4,22,91,239,Y
4,3,7,1900,4,149,24,279,N
7,16,6,2010,4,11,20,236,Y
11,29,3,1708,7,45,105,399,N
8,20,7,2115,12,0,205,960,Y
7,1,6,1709,1,86,14,802,N
12,10,7,2126,11,51,73,1334,N
7,2,7,820,19,19,57,901,N
1,25,2,1620,2,104,12,667,N
9,28,4,1550,10,27,27,501,N
8,2,3,754,1,1,1,834,Y
8,19,5,1627,6,27,88,185,N
10,24,2,841,0,36,0,592,N
4,9,6,2049,5,66,13,594,N
5,23,2,1455,10,107,0,364,N
1,27,5,1745,4,34,10,308,N
6,19,1,1629,3,139,20,267,N
3,13,7,1415,18,10,9,1107,N
6,18,6,1209,2,127,12,308,N
6,17,5,1348,3,16,245,223,N
6,18,6,835,12,0,155,352,Y
4,24,7,835,3,118,34,808,N
4,11,1,854,5,66,88,632,N
10,11,3,1537,2,51,38,1043,N
2,23,3,2106,1,17,11,599,N
12,17,7,912,9,63,60,846,N
5,19,5,755,4,144,68,325,N
8,25,5,624,4,11,80,487,N
2,9,4,1520,4,56,17,1788,N
1,4,2,924,13,19,138,418,N
12,24,6,755,10,45,5,185,N
5,27,5,1220,0,47,61,1013,N
2,16,4,2027,21,91,21,100,N
10,27,5,818,4,144,31,223,N
9,5,1,1743,9,3,42,804,N
4,25,1,1125,4,10,103,1044,Y
12,19,2,1355,4,144,10,296,N
5,1,7,845,18,10,105,1979,N
4,8,6,1500,9,10,11,1440,N
3,9,4,1052,6,0,22,516,Y
12,23,5,1609,0,23,105,612,N
11,28,2,934,11,51,34,1195,N
4,29,5,655,6,14,6,116,N
2,25,5,707,5,23,27,235,N
4,11,1,1906,6,0,47,406,N
11,23,4,1617,4,72,121,279,N
6,19,7,903,2,51,103,643,N
12,3,6,1848,15,3,71,895,N
5,5,5,1759,9,23,88,867,N
2,1,3,752,15,10,60,602,N
8,29,2,2111,5,66,160,113,N
10,10,2,1558,8,30,121,224,N
7,19,2,1138,0,27,1,950,N
7,1,6,2044,9,3,73,819,N
5,14,6,1759,0,57,47,204,N
7,28,4,935,4,32,20,308,N
6,2,4,1047,20,94,47,894,N
7,4,1,1825,3,34,70,237,N
4,27,3,2021,3,188,34,402,N
12,31,7,1440,9,28,127,2457,N
2,7,2,855,4,25,26,480,N
3,21,1,2102,2,51,16,1034,Y
10,9,1,1703,9,20,60,910,N
2,21,2,1910,4,42,47,842,N
1,2,7,1924,4,15,43,543,Y
7,1,6,1245,6,67,5,214,Y
12,27,2,905,4,43,47,460,N
8,20,6,753,0,15,0,1213,N
10,20,5,924,5,17,27,500,N
10,16,7,1828,3,16,59,217,N
6,16,4,1525,4,56,39,997,N
6,17,5,1517,5,66,0,987,N
11,1,2,1514,6,0,41,874,N
8,17,4,2002,20,47,1,861,N
7,3,1,626,6,34,48,2475,N
1,15,7,1618,7,12,6,812,N
4,8,6,1008,15,11,60,629,N
10,28,5,815,18,3,17,602,N
4,15,6,1925,14,42,51,361,N
7,21,4,706,5,7,71,297,N
1,23,7,1637,5,136,27,374,Y
10,29,7,924,10,221,0,113,N
9,2,5,1059,1,17,38,130,N
5,16,2,1255,9,25,30,2253,N
11,9,3,2145,4,34,68,337,Y
1,16,7,1615,4,32,73,333,N
9,14,4,2021,15,72,60,992,Y
10,1,7,1357,4,144,10,296,N
4,13,4,2140,4,56,76,174,N
10,13,4,652,19,39,107,2465,N
7,2,7,1014,5,7,60,680,Y
10,25,2,1221,15,3,37,967,N
8,23,3,1049,3,156,60,349,Y
3,7,1,1825,2,60,51,529,Y
2,10,4,1612,8,30,121,224,N
4,12,3,1732,0,12,28,1205,N
6,30,5,1022,1,10,20,370,N
9,8,4,1654,10,165,0,228,N
5,31,3,730,0,63,0,1205,N
11,16,3,1039,10,76,0,247,Y
3,25,5,1729,2,57,2,1080,Y
12,27,3,1940,11,51,127,1235,Y
1,24,1,1349,2,14,2,112,N
4,11,2,915,4,42,20,2329,N
3,30,4,1944,9,23,28,1726,N
10,10,2,1048,9,45,30,413,N
5,6,6,1455,2,19,35,213,N
4,1,5,1637,6,86,13,403,Y
6,8,3,1703,19,158,48,267,N
11,22,3,1922,10,142,72,241,N
9,27,3,821,3,23,106,137,N
9,13,3,1642,20,27,13,761,Y
3,11,5,725,4,32,55,417,N
3,18,5,1139,5,80,3,369,N
12,2,6,930,9,48,11,258,Y
12,27,3,1845,1,17,20,2125,Y
6,25,7,1446,10,13,11,299,Y
2,6,1,2015,4,10,31,256,N
11,4,6,1753,9,19,26,2358,N
12,18,1,1714,0,12,17,868,N
8,20,7,952,4,50,127,1342,N
3,15,2,1729,8,67,9,2329,N
4,6,4,1423,2,158,2,489,N
6,7,2,927,6,45,5,185,N
4,21,5,1526,0,63,11,1726,N
12,22,4,1333,9,11,30,2066,N
10,19,4,2001,10,12,90,364,N
5,16,2,1044,10,23,4,416,N
9,26,2,740,0,41,40,461,N
11,8,2,736,6,56,6,773,N
3,4,6,1900,12,0,164,253,N
8,10,3,2132,15,3,54,2406,Y
12,20,3,2003,12,0,109,448,N
4,21,5,2122,2,92,111,362,Y
4,10,7,530,12,182,13,151,N
8,5,6,713,19,39,76,1028,N
3,26,6,2022,3,3,102,844,N
7,9,7,1455,3,214,34,223,N
12,27,3,1258,0,12,20,1235,Y
5,7,6,1750,4,22,74,562,N
6,9,4,1632,4,48,20,1593,Y
12,3,7,557,0,3,0,641,N
11,20,1,1849,10,45,48,187,Y
5,20,5,759,6,28,48,2586,N
8,26,6,629,4,30,42,564,N
7,1,6,1242,2,92,105,310,N
8,15,1,1233,11,4,35,711,N
7,24,7,1404,1,17,47,508,N
1,20,5,1825,4,10,20,370,Y
4,10,1,800,0,3,0,641,N
9,9,5,830,4,76,40,239,N
6,25,6,1535,7,2,6,390,N
1,20,5,957,6,34,34,590,N
6,24,6,1730,14,19,138,418,Y
8,9,2,858,3,34,210,135,N
6,23,5,1149,3,192,11,160,N
4,24,7,1558,2,51,51,913,N
6,24,6,1358,9,23,5,733,N
7,1,6,1638,2,51,43,817,Y
5,19,5,1235,4,11,95,758,N
10,12,3,1355,4,156,8,934,N
6,2,4,1638,13,19,205,442,N
11,14,1,1702,4,42,36,328,N
7,13,4,915,7,48,6,307,N
9,27,2,1230,18,10,48,2153,Y
7,27,3,1838,6,39,57,1069,Y
4,17,1,747,2,48,2,487,N
12,17,6,837,11,0,12,689,N
4,15,5,1407,6,55,13,214,N
6,30,4,1713,9,3,121,836,N
4,23,7,1545,14,110,60,121,N
5,23,2,2111,2,60,154,284,Y
8,17,3,915,4,41,53,313,N
12,16,5,1806,11,60,76,1024,Y
10,29,6,1500,0,48,5,887,N
8,12,5,700,4,149,68,723,N
8,17,3,2228,3,16,180,387,N
11,24,5,947,0,23,93,585,N
1,31,2,1237,20,56,13,406,N
1,28,6,538,3,141,37,158,N
5,1,1,1654,14,190,60,125,Y
4,18,1,826,2,31,35,884,N
5,16,1,735,10,23,156,475,N
12,4,7,1815,10,34,102,209,N
7,25,1,1406,0,55,0,631,N
11,18,5,1539,9,3,112,72,N
11,8,2,621,5,28,16,1589,N
4,17,7,836,9,3,31,629,N
2,15,2,2150,3,28,110,250,Y
5,31,2,1313,2,106,35,725,N
11,20,7,807,0,37,0,175,N
3,3,4,1015,5,136,27,374,Y
11,22,3,719,0,12,61,1121,N
5,15,1,1255,6,0,45,341,N
9,28,3,559,6,30,13,2182,N
5,31,2,1000,19,56,48,1005,N
12,7,3,1037,18,11,17,256,N
10,17,2,1511,1,10,29,2075,N
4,17,7,950,7,82,197,350,N
8,15,1,1650,5,41,3,392,N
9,26,1,1459,0,2,0,1062,N
2,6,7,2020,7,66,6,229,N
5,14,7,654,8,137,37,421,N
10,18,2,1705,12,0,227,566,N
7,21,5,1051,19,39,77,1597,N
6,4,6,2001,1,47,51,448,N
2,1,3,1203,10,1,0,1068,N
12,15,4,1003,6,16,17,507,N
10,17,1,1553,10,67,82,562,N
5,26,4,1331,5,66,36,614,N
3,31,4,709,13,114,30,284,N
5,23,2,1850,10,12,132,190,N
12,19,1,708,19,56,88,1185,N
6,24,6,812,11,60,12,1400,Y
4,12,3,809,1,12,17,868,N
12,22,4,1402,0,141,0,1313,N
9,9,5,1604,3,23,63,157,N
8,27,7,1356,6,108,13,152,N
8,25,5,1543,19,144,48,2465,Y
4,13,4,1027,3,156,34,493,N
3,23,4,1058,3,16,246,298,N
4,23,6,1053,1,90,29,1088,N
5,8,7,1220,4,10,68,646,Y
7,9,7,1245,10,141,20,209,N
9,13,2,2208,9,30,30,2306,N
6,3,6,2355,14,37,31,987,Y
7,9,6,1640,7,17,6,335,N
10,10,1,1218,2,5,35,946,Y
3,14,1,1538,12,119,13,317,N
12,27,3,1321,3,23,43,865,N
4,11,1,1030,4,66,39,229,N
10,25,3,2114,5,7,26,1518,N
9,5,1,2033,18,19,31,2066,N
8,27,6,1823,15,61,60,1606,N
6,14,2,1717,9,23,12,925,Y
8,30,2,1818,1,1,31,1910,N
2,4,6,1157,12,0,168,300,Y
1,30,1,935,3,16,170,269,N
1,25,2,1326,10,235,11,714,N
4,29,6,1750,12,0,52,712,Y
3,14,1,1930,4,22,18,189,N
11,7,2,1326,20,11,13,1747,N
10,9,1,1615,6,0,57,581,Y
3,22,3,2040,4,21,127,925,N
9,22,4,1058,12,108,13,152,Y
8,12,6,1656,6,0,25,259,N
3,20,1,1118,20,56,127,842,N
12,15,5,1933,19,56,48,1005,N
7,19,3,944,6,9,13,859,N
12,16,5,1515,12,0,46,795,N
12,7,3,1325,7,88,5,641,N
4,27,4,2031,2,51,132,192,Y
10,10,2,742,9,67,11,612,N
5,10,3,2039,5,27,97,659,N
8,21,1,914,4,35,31,407,N
8,4,5,1709,19,50,48,1522,N
12,17,7,827,12,0,178,227,N
3,16,4,1022,4,55,31,1588,N
8,21,1,1808,10,34,58,89,N
7,21,4,915,8,67,9,2329,N
12,26,2,1314,9,25,30,2253,N
8,1,1,1556,18,11,35,2227,N
1,24,2,1856,3,40,37,522,N
3,30,4,1414,0,23,119,522,N
4,25,1,2045,9,23,64,783,N
11,25,6,1946,20,86,113,808,N
9,20,3,1741,10,231,0,181,N
6,5,1,1917,9,63,37,372,N
10,21,5,1145,9,11,37,414,N
9,5,2,630,12,219,13,678,N
5,11,4,1822,20,0,39,590,Y
5,1,7,1913,1,6,29,951,N
12,8,5,1602,4,4,103,405,Y
3,26,7,2109,1,10,9,1107,Y
7,17,1,1524,6,82,11,264,Y
12,15,5,1357,21,200,32,84,N
2,28,1,1206,10,14,11,296,N
3,23,3,937,5,5,27,610,N
11,7,2,837,1,156,17,328,N
2,19,7,2034,6,157,13,445,Y
7,17,1,1827,15,48,60,770,N
6,16,5,629,6,19,13,533,N
11,19,6,614,6,16,13,1589,N
8,9,2,1815,7,2,5,431,Y
7,14,4,805,9,20,60,910,Y
10,18,2,1543,4,156,40,580,Y
12,22,4,1909,18,10,27,1671,N
11,19,6,1738,6,0,55,1891,N
3,25,5,1447,2,5,35,946,Y
9,12,2,1603,3,75,11,557,Y
1,11,2,1750,7,125,6,515,N
1,1,6,1605,1,1,11,412,N
6,28,2,1325,4,4,96,544,Y
7,27,4,728,1,12,31,1055,N
12,4,7,1642,10,12,96,304,N
10,26,3,710,5,67,3,762,N
3,24,4,2126,5,7,9,1399,N
4,17,1,1015,4,11,144,1618,N
1,12,3,1231,7,196,6,275,N
5,18,3,2140,4,55,47,612,N
6,11,7,1855,9,3,11,888,Y
10,21,6,1556,1,11,57,2174,N
6,28,2,1542,4,86,14,802,Y
5,4,3,1735,10,76,0,247,N
1,10,2,1712,9,23,31,1515,N
3,19,7,804,20,0,113,432,N
1,20,4,1315,4,22,41,248,N
4,24,1,739,5,208,183,146,N
7,9,7,1456,6,90,13,425,N
6,25,6,840,7,86,6,756,N
5,8,7,1606,3,145,9,172,Y
3,31,5,1549,2,92,138,544,N
10,30,1,600,7,18,13,306,N
5,31,3,1822,9,3,88,1754,N
1,3,2,1810,10,48,88,1046,N
3,31,5,1420,14,17,178,120,N
3,21,2,1815,4,63,31,226,N
6,2,4,1633,5,3,16,680,N
3,21,2,2024,11,60,1,938,N
3,4,6,1840,14,23,159,631,N
11,6,7,1322,6,32,34,585,N
1,3,2,900,4,81,40,237,N
6,6,2,1748,11,3,35,1605,Y
9,10,7,1311,6,0,17,1587,N
12,27,3,1706,3,23,146,462,N
9,25,7,1011,12,0,139,743,N
4,14,5,639,1,9,17,2213,N
6,20,1,1427,11,3,12,861,N
11,26,6,1203,5,72,16,1426,N
12,7,3,1240,4,66,17,1671,N
10,21,5,942,11,114,35,282,N
5,3,2,1218,10,48,38,667,N
3,6,7,541,19,39,57,1069,N
9,2,6,808,0,19,0,1172,N
2,1,3,1005,0,23,17,1440,Y
5,1,7,726,12,182,6,325,N
3,21,1,1714,9,19,64,326,Y
2,24,5,1019,4,72,34,630,N
4,7,4,1032,3,10,20,370,N
3,15,3,1231,0,39,77,1597,N
11,22,3,1913,4,56,39,997,Y
12,6,3,1950,4,8,31,197,N
2,6,7,1342,12,0,101,549,N
3,27,1,846,11,92,12,1091,N
12,13,3,1751,10,12,173,140,N
10,18,2,1608,6,57,13,595,N
7,11,2,1653,3,115,34,436,N
8,16,2,1438,3,3,65,649,N
12,17,7,1605,4,22,91,239,N
2,27,7,1255,10,14,0,927,N
5,18,4,934,3,238,20,49,N
1,20,4,1643,9,3,127,1491,N
11,10,4,630,4,11,34,368,N
3,3,5,1639,6,82,34,1449,N
11,12,7,933,11,51,73,1334,N
7,26,2,1645,12,0,174,267,N
1,2,1,555,14,29,30,383,N
6,23,5,740,10,125,0,925,N
8,13,6,1439,6,0,64,859,N
5,19,5,1030,0,12,11,802,N
7,5,2,1057,10,23,6,264,N
3,9,4,1810,4,4,29,668,N
7,10,7,659,6,28,13,2139,N
7,1,5,1910,4,4,68,1844,Y
5,5,5,1838,3,23,90,438,Y
10,18,2,1234,6,82,147,879,N
4,10,1,1125,0,9,11,783,N
1,20,4,1829,18,25,17,304,N
1,19,4,1452,10,98,61,1021,N
4,5,2,1959,7,82,113,64,N
1,23,7,1353,0,48,0,551,Y
8,2,2,2136,20,0,133,425,Y
4,27,3,1130,4,54,31,345,N
12,31,7,2257,3,34,17,370,Y
1,18,2,1228,5,106,16,297,N
6,9,4,610,11,27,12,1416,N
3,24,4,1325,5,90,16,1040,N
12,26,2,1342,4,48,137,254,N
12,15,5,1524,14,91,21,100,N
7,3,7,651,18,34,17,370,N
11,15,3,1742,1,47,105,119,N
7,16,7,1941,6,57,13,595,N
6,6,1,1322,18,10,55,304,N
5,21,6,725,4,56,138,1204,N
10,15,7,1838,1,113,105,634,N
12,27,2,655,19,60,47,998,Y
11,27,7,1925,10,63,10,342,N
4,15,6,800,1,17,88,728,N
11,25,5,1650,4,86,64,1050,N
8,24,4,1256,4,41,127,967,Y
9,26,2,1055,12,109,13,457,N
6,4,7,1553,8,30,26,605,Y
11,14,1,1231,5,66,20,1979,Y
2,20,1,1606,6,39,13,760,Y
10,9,1,750,3,218,34,463,N
1,4,2,720,4,138,29,290,N
3,17,5,1517,11,60,12,1400,N
11,3,4,1320,4,50,40,189,N
4,9,6,1636,6,21,5,1076,N
10,25,3,727,14,45,30,413,Y
4,21,5,753,11,97,12,936,N
2,4,5,1603,6,0,2,554,N
12,1,4,1336,10,83,20,89,N
5,14,7,2007,4,41,80,718,Y
8,22,1,1850,4,92,82,448,N
7,15,6,1030,7,82,182,383,N
10,10,1,1448,6,27,76,1035,N
5,6,5,1809,4,11,82,1588,Y
1,11,3,2314,4,138,29,290,Y
10,12,4,659,6,0,34,1589,N
6,12,1,840,7,45,48,187,N
12,14,3,1341,20,47,1,861,N
1,13,5,1244,5,66,60,1123,Y
7,24,1,555,1,138,105,407,N
3,15,3,1105,4,34,18,1242,N
8,21,1,2108,1,67,92,318,N
3,23,3,2003,6,45,13,946,N
9,7,3,1831,0,12,112,592,N
11,11,5,1550,4,64,40,324,N
12,5,2,1958,12,82,149,404,N
11,4,5,812,6,0,100,215,Y
11,2,3,1137,11,86,35,938,N
9,19,1,842,12,0,126,646,N
1,1,7,2105,6,16,54,2125,N
9,7,3,1300,4,10,31,256,N
8,26,6,1657,5,66,13,594,Y
1,13,5,935,4,42,138,377,N
6,5,7,1655,1,45,5,185,N
1,24,2,1634,1,100,51,683,N
1,16,1,712,7,29,5,610,N
5,4,4,845,12,0,137,321,N
12,29,5,1210,9,30,60,1024,Y
11,12,7,2130,2,51,201,253,N
8,14,1,1622,11,51,48,1417,N
10,6,4,1117,8,30,54,1449,N
10,7,5,635,4,35,17,646,N
10,13,4,649,2,67,2,310,N
7,31,7,1159,5,63,16,1522,N
12,31,7,2221,20,17,13,227,Y
9,24,7,1245,10,23,139,299,Y
9,10,6,1527,1,17,23,156,N
7,1,5,2135,5,7,37,1589,N
7,12,2,845,11,50,12,140,N
8,31,3,1938,5,5,201,319,N
5,30,2,857,0,128,61,1045,N
3,9,3,706,5,7,13,906,N
11,29,2,1827,18,35,17,646,N
2,28,1,1250,7,147,6,70,N
5,30,2,1651,15,86,60,1545,N
4,18,2,1832,10,12,124,693,N
7,4,2,1703,0,182,0,603,N
4,23,6,1545,10,148,0,282,N
12,1,5,1421,6,108,13,152,N
7,20,3,1845,4,4,46,765,N
10,9,1,2340,9,34,11,1745,N
5,1,1,1158,16,91,21,100,N
8,1,2,2045,8,28,9,679,Y
12,25,1,2117,10,23,119,522,Y
4,7,5,1511,1,17,11,599,Y
7,20,4,1638,1,47,20,2401,Y
9,17,6,1442,4,100,29,238,Y
12,14,4,949,4,32,31,386,N
1,18,3,1252,12,0,197,633,N
11,5,6,1022,21,53,81,163,N
4,3,7,1300,10,217,11,130,N
4,12,3,2117,15,10,60,602,N
8,15,2,1725,4,11,60,629,N
6,29,3,830,2,47,2,363,N
6,28,3,618,0,23,61,1197,N
8,10,4,642,10,23,51,599,N
10,14,6,1031,10,81,0,237,N
5,23,2,1945,14,17,8,575,N
4,6,3,2203,19,114,48,301,N
11,1,2,936,6,0,118,223,N
10,8,6,629,2,9,2,475,N
5,24,2,1255,4,43,127,682,N
5,10,2,1410,9,30,11,1721,N
7,26,3,1924,19,39,55,2446,N
10,13,4,1225,13,19,36,372,N
3,7,2,1610,11,92,29,363,Y
3,21,2,940,4,4,103,405,N
5,13,5,1400,4,86,8,880,N
8,10,4,949,2,51,80,744,N
12,4,1,1234,4,54,65,335,N
3,8,3,2022,6,21,48,1069,N
6,13,2,644,1,45,105,399,N
7,23,6,755,3,16,60,391,N
7,16,6,2107,5,7,65,1142,N
12,6,2,705,4,54,31,345,N
1,17,1,940,4,10,74,347,N
5,30,1,710,1,12,50,1068,N
2,12,6,1120,4,22,95,324,N
4,6,4,1056,11,51,2,1091,Y
8,2,3,1740,7,0,163,366,Y
6,8,4,1120,3,16,184,534,N
3,28,2,1925,4,144,68,325,Y
3,31,4,814,20,4,1,989,N
7,1,6,827,3,3,247,125,N
7,7,5,2031,7,82,94,503,N
4,12,2,1802,11,60,234,1585,N
8,3,4,1607,0,56,8,869,Y
12,3,6,755,18,7,17,1276,Y
6,23,5,2041,11,51,27,1076,Y
3,6,1,728,11,151,12,781,N
8,10,4,1604,1,17,23,156,N
9,15,4,1541,9,3,11,888,N
5,22,7,2200,4,34,31,236,Y
7,25,2,1933,3,16,112,410,N
5,22,7,1614,6,6,13,545,N
8,31,4,1824,20,45,127,370,N
10,1,7,1755,0,23,88,867,Y
9,19,1,1927,21,53,134,102,Y
7,12,3,929,1,47,38,336,N
2,1,2,1340,18,10,60,602,Y
10,22,6,1727,1,17,55,2077,N
7,21,5,1815,17,10,21,2917,N
6,8,4,1809,12,196,13,644,Y
2,17,4,1535,7,82,78,542,N
12,30,6,730,2,60,67,594,N
11,14,1,1953,7,65,6,419,N
2,24,5,1700,11,0,12,689,N
6,23,4,1214,11,51,18,140,Y
9,7,3,1545,4,144,68,325,N
2,15,3,625,12,152,13,406,N
7,22,5,1540,10,23,221,147,N
9,24,6,1459,9,19,20,2288,N
4,4,1,923,1,17,29,448,N
11,18,6,1134,1,10,21,2917,N
3,8,3,1322,4,30,17,1107,Y
12,4,7,1755,19,19,179,2277,Y
5,16,2,1121,0,57,11,1197,N
1,31,2,1817,0,23,88,867,Y
2,2,4,859,0,23,55,1723,N
1,27,5,1344,1,56,105,814,N
4,5,3,938,9,98,60,977,N
11,15,2,2011,3,3,7,853,N
11,26,6,1149,6,9,47,1111,N
8,13,6,1303,5,7,29,980,N
5,23,2,1602,9,34,37,337,N
9,8,5,1530,6,11,13,1747,Y
5,8,7,836,11,60,11,719,N
7,4,2,1240,4,48,17,1262,N
10,24,1,714,0,47,77,1576,N
4,21,4,1023,3,16,80,493,N
12,5,1,944,18,10,30,1956,N
8,24,4,1025,14,200,21,163,N
10,24,2,720,0,67,0,1192,N
12,30,5,626,0,30,8,1710,N
1,14,5,1842,9,3,11,888,N
2,17,5,1525,15,20,60,910,Y
12,14,4,2238,5,7,242,386,N
1,27,4,741,9,27,60,1619,N
6,19,7,940,0,12,74,551,N
7,13,3,1245,4,48,91,687,N
9,3,7,1953,10,23,104,109,N
7,3,1,1337,0,45,0,1562,N
10,21,5,526,2,97,12,936,N
8,4,4,1455,1,113,29,742,N
10,25,2,1810,4,32,28,342,N
2,27,1,1507,6,12,13,732,N
11,5,6,651,5,63,16,1522,N
5,23,2,556,6,50,13,813,N
1,17,1,1315,4,22,128,319,N
2,14,1,947,3,25,20,109,N
12,7,4,1151,6,0,29,665,N
2,27,7,2107,3,3,112,72,N
3,17,5,1216,20,0,16,906,N
2,10,4,643,5,66,11,235,N
7,17,1,1051,4,50,91,148,N
6,25,6,1325,15,10,60,602,N
7,5,2,2015,20,45,29,280,Y
8,29,2,952,1,17,52,546,Y
6,27,1,1607,18,11,26,397,N
7,12,3,626,8,10,9,1107,N
10,27,5,657,19,45,1,1121,N
5,6,5,1211,2,55,2,448,N
7,13,4,1835,11,51,5,1416,Y
11,24,5,1619,5,105,27,456,N
9,8,5,2101,8,30,54,1449,N
10,7,6,2118,6,0,31,1747,N
9,6,2,619,6,8,34,558,N
8,1,2,1715,6,0,50,526,N
3,14,1,919,5,101,27,296,N
9,6,3,1609,5,34,97,1814,N
7,7,4,1228,9,30,30,2306,N
12,13,2,1240,4,66,17,1671,N
11,18,6,800,8,30,0,1660,N
7,3,7,1636,20,86,71,1066,Y
2,16,3,1255,2,27,2,418,N
7,14,5,924,10,222,11,139,N
12,18,1,2029,4,100,39,842,N
4,11,2,1949,0,12,39,797,N
8,27,6,605,3,222,11,139,N
11,14,2,2204,5,53,9,2677,N
2,11,5,1235,17,11,97,1591,N
4,12,2,1145,4,63,26,404,Y
4,6,3,1602,4,4,31,1521,Y
10,12,4,1654,11,56,35,998,Y
4,23,7,1457,2,160,12,253,N
4,16,6,1740,4,10,34,507,N
10,25,2,1108,4,32,17,621,Y
11,3,4,826,2,60,99,246,N
1,3,1,1155,4,47,64,196,N
1,29,6,1103,3,28,162,329,N
9,2,5,821,2,60,22,284,N
1,14,6,1137,9,28,12,1635,Y
11,10,5,1545,10,244,0,228,N
4,30,7,1615,4,56,46,1034,Y
9,25,7,2117,10,23,6,264,Y
6,22,4,1517,12,0,248,765,N
11,10,5,1541,15,3,18,775,N
7,19,3,1613,10,160,0,383,N
6,14,2,2037,13,23,30,589,Y
8,24,3,1108,0,66,0,987,N
7,13,4,551,20,98,13,432,N
2,10,4,1142,11,51,17,1009,N
9,13,2,1357,10,221,0,113,N
11,24,5,1131,1,11,0,1055,N
8,10,4,645,10,74,11,174,N
4,20,4,1759,1,11,60,629,N
1,23,7,919,0,12,105,1192,N
9,3,6,815,5,47,16,980,N
3,5,7,1245,4,54,65,335,N
6,2,4,1433,0,57,1,193,N
10,6,5,1026,11,51,2,1091,N
7,16,7,1039,2,60,27,487,N
5,17,2,1925,0,42,61,946,N
11,10,4,817,6,0,9,2182,N
11,5,7,1721,0,12,11,802,Y
8,26,6,1856,3,130,60,230,Y
9,5,1,2023,4,33,40,296,Y
6,3,5,938,9,23,47,1012,N
7,4,1,1749,0,12,20,1235,Y
6,9,4,1658,1,47,52,279,N
4,30,6,1755,5,113,27,814,Y
1,29,7,825,14,23,165,196,N
6,1,4,1302,3,23,114,174,N
8,31,4,842,7,82,160,225,N
4,29,5,1543,5,90,3,349,N
3,28,1,1951,5,42,27,408,N
3,13,7,842,9,30,11,1721,N
9,23,5,1657,6,82,37,2036,N
10,24,1,855,12,82,52,410,N
3,29,3,1902,11,92,47,927,N
2,1,2,1747,9,3,9,1024,Y
7,19,2,2035,8,28,9,679,Y
5,16,1,2151,12,0,155,352,N
11,22,2,2028,10,23,208,130,N
12,17,7,1829,9,3,88,1754,N
12,5,1,2023,13,19,99,289,Y
1,11,3,2004,9,23,47,1012,Y
6,4,6,1835,3,28,102,158,N
8,29,2,1255,3,111,60,517,N
3,24,5,1015,7,82,4,614,N
2,17,4,1337,7,15,6,485,N
10,7,6,945,10,23,193,215,N
1,9,7,1736,3,35,20,337,N
8,9,3,1833,11,2,12,1043,N
8,11,5,1511,6,30,34,689,N
9,18,1,1450,4,86,91,848,Y
1,17,2,656,6,39,77,1597,N
5,10,2,620,4,42,1,787,N
11,8,3,1305,7,42,88,370,Y
3,27,7,2020,18,25,31,258,N
9,24,7,2013,1,47,82,675,N
5,2,2,2020,1,21,31,2174,N
1,19,3,1440,7,48,6,307,N
9,21,4,654,6,16,13,1589,N
10,26,4,1805,7,45,105,399,Y
8,16,3,2055,6,9,20,2527,Y
4,6,3,648,0,23,57,1182,N
5,21,7,1159,21,200,21,163,N
12,10,6,1803,4,86,91,848,N
10,6,5,1445,15,32,60,948,N
3,7,2,1017,10,34,169,267,N
6,27,2,1655,3,28,161,304,Y
6,23,4,625,13,101,30,289,N
1,14,5,1441,11,51,17,1009,N
6,23,4,627,7,67,129,613,N
3,2,3,1037,5,66,64,548,N
1,16,1,1020,4,156,74,223,N
7,14,5,2122,4,22,93,237,Y
3,20,1,1130,5,66,69,74,Y
9,12,1,1336,0,12,39,797,N
2,15,2,2227,3,23,63,157,Y
3,5,6,814,3,16,17,507,N
12,19,2,1702,4,30,68,671,N
7,26,3,1825,6,82,80,1240,Y
10,15,7,726,8,30,179,965,N
12,4,1,600,3,94,11,344,N
9,17,6,956,0,12,74,551,N
5,13,6,1305,6,128,48,1597,N
2,3,4,2210,4,20,73,389,N
1,2,7,1100,13,0,30,533,Y
9,28,4,943,3,23,71,67,N
4,5,3,1500,12,0,172,508,N
12,10,7,1801,1,1,29,267,N
5,17,2,1117,5,55,16,695,N
4,27,3,1905,4,149,9,224,N
11,3,4,658,6,56,13,406,N
2,13,1,613,10,15,11,717,N
11,25,6,1952,3,23,146,462,N
2,10,4,657,0,27,133,1183,N
5,17,3,737,0,12,13,732,Y
8,24,3,1938,7,82,14,116,N
3,23,4,845,6,0,60,1199,N
6,14,3,1125,0,19,20,2288,N
4,17,1,37,5,11,104,1454,Y
2,15,2,1734,8,30,20,954,N
8,9,2,1424,12,229,13,83,Y
4,28,4,2150,7,0,48,760,N
9,19,1,1234,13,19,36,372,N
